job_id,post_date,industry,company,company_size,work_type,experience_level,education_required,salary_midpoint,skills_required,is_tech_role,education_background,min_GPA_requirement,job_title,year
J0030930,2024-11-02,Retail,Pioneer Group,Enterprise (5000+),Hybrid,Mid (3-5 yrs),High School,167000,TensorFlow|Machine Learning|R|Python,0,Management|Administration,3.64,Research Scientist,2024
J0030931,2021-11-09,Logistics,Catalyst Ventures,Small (51-200),Hybrid,Entry (0-2 yrs),High School,73000,HTML/CSS|REST APIs|TypeScript,0,Informatics Engineering|Computer Science|Information Systems,3.3,Frontend Developer,2021
J0030932,2021-05-21,Government,Nova Labs,Large (1001-5000),On-site,Mid (3-5 yrs),Bachelor's,180000,Java|REST APIs|Python|Docker|SQL,0,Informatics Engineering|Information Systems,3.37,Backend Developer,2021
J0030933,2020-11-22,Media,Meridian Labs,Startup (1-50),On-site,Senior (6-9 yrs),Bachelor's,191000,Kubernetes|AWS|Azure|Cost Optimization|Microservices|GCP,0,Information Systems|Informatics Engineering,3.78,Cloud Architect,2020
J0030934,2023-07-24,Manufacturing,Meridian Systems,Large (1001-5000),On-site,Mid (3-5 yrs),Bachelor's,146000,Network Security|SIEM|Penetration Testing|Compliance,0,Mathematics|Informatics Engineering|Statistics,3.03,Cybersecurity Analyst,2023
J0030935,2020-05-14,Retail,Horizon Digital,Mid-size (201-1000),On-site,Mid (3-5 yrs),PhD,148000,Lean|Data Analysis|Supply Chain|Six Sigma|Process Improvement|ERP,0,Law|Psychology,3.27,Operations Manager,2020
J0030936,2021-09-13,Education,Catalyst Ventures,Small (51-200),On-site,Senior (6-9 yrs),Associate,141000,Design Thinking|Adobe XD|Figma|User Research|Usability Testing,0,Administration,3.39,UX Designer,2021
J0030937,2021-01-08,Healthcare,Meridian Corp,Large (1001-5000),On-site,Executive (15+ yrs),PhD,451000,Docker|Terraform|Git,0,Information Systems|Informatics Engineering,3.0,DevOps Engineer,2021
J0030938,2024-12-10,Government,Quantum Corp,Small (51-200),Hybrid,Senior (6-9 yrs),Master's,225000,Roadmapping|SQL|Product Strategy|Agile,0,Management|Law,3.72,Product Manager,2024
J0030939,2022-07-22,Manufacturing,Vanguard Systems,Small (51-200),On-site,Lead (10-15 yrs),Bachelor's,130000,Excel|Stakeholder Management|Tableau|Requirements Gathering|Agile|SQL,0,Mathematics,3.23,Business Analyst,2022
J0030940,2020-10-13,Consulting,Atlas Inc,Mid-size (201-1000),On-site,Lead (10-15 yrs),PhD,315000,Docker|System Design|Python|Microservices,0,Computer Science|Informatics Engineering|Information Systems,3.21,Senior Software Engineer,2020
J0030941,2021-05-10,Tech,Catalyst Inc,Small (51-200),On-site,Mid (3-5 yrs),Bootcamp,84000,Prototyping|Design Thinking|Usability Testing|Figma|User Research,1,Management|Communication Science|Administration,3.66,UX Designer,2021
J0030942,2024-09-18,Healthcare,Nova Technologies,Startup (1-50),On-site,Senior (6-9 yrs),Bachelor's,178000,TypeScript|JavaScript|React,0,Computer Science|Information Systems,3.22,Frontend Developer,2024
J0030943,2024-09-02,Government,Apex Group,Mid-size (201-1000),Hybrid,Senior (6-9 yrs),High School,173000,TypeScript|HTML/CSS|REST APIs|Figma|Git|JavaScript,0,Informatics Engineering,3.53,Frontend Developer,2024
J0030944,2024-03-17,Consulting,Vertex Analytics,Mid-size (201-1000),On-site,Entry (0-2 yrs),Bachelor's,83000,Power BI|Python|Statistics,0,Statistics,3.66,Data Analyst,2024
J0030945,2020-12-20,Retail,Stellar Analytics,Startup (1-50),Remote,Mid (3-5 yrs),PhD,102000,Spark|Airflow|AWS|Kafka|Snowflake|dbt,0,Statistics|Mathematics|Informatics Engineering,3.63,Data Engineer,2020
J0030946,2021-11-22,Manufacturing,Stellar Ventures,Enterprise (5000+),On-site,Mid (3-5 yrs),Bachelor's,133000,TensorFlow|Tableau|Spark|Python|SQL|Statistics,0,Statistics|Informatics Engineering,3.63,Data Scientist,2021
J0030947,2020-05-08,Healthcare,Meridian AI,Large (1001-5000),On-site,Senior (6-9 yrs),Bootcamp,142000,SIEM|Compliance|Python,0,Mathematics|Statistics|Informatics Engineering,3.07,Cybersecurity Analyst,2020
J0030948,2022-09-09,Manufacturing,Summit AI,Startup (1-50),On-site,Mid (3-5 yrs),Master's,153000,SQL|Product Strategy|Agile|Stakeholder Management,0,Mechanical Engineering|Electrical Engineering,3.06,Product Manager,2022
J0030949,2022-08-12,Logistics,Apex Systems,Small (51-200),Hybrid,Senior (6-9 yrs),Bachelor's,143000,Excel|SQL|Financial Modeling|FP&A|Bloomberg,0,Mathematics|Informatics Engineering,3.25,Financial Analyst,2022
J0030950,2024-02-09,Tech,Summit Digital,Small (51-200),Hybrid,Executive (15+ yrs),Bootcamp,174000,Agile|Stakeholder Management|SQL|Requirements Gathering,1,Informatics Engineering|Mathematics|Statistics,3.03,Business Analyst,2024
J0030951,2022-10-09,Media,Stellar Inc,Startup (1-50),On-site,Executive (15+ yrs),Master's,430000,R|Statistics|Python,0,Statistics,3.4,Quantitative Analyst,2022
J0030952,2021-04-22,Consulting,Nova Analytics,Enterprise (5000+),Hybrid,Mid (3-5 yrs),Master's,95000,Talent Acquisition|Compensation|Employment Law|HRIS,0,Psychology|Law|Management,3.32,HR Manager,2021
J0030953,2023-12-29,Consulting,Summit Labs,Small (51-200),On-site,Senior (6-9 yrs),High School,103000,Compensation|Employment Law|Talent Acquisition,0,Management|Psychology,3.45,HR Manager,2023
J0030954,2021-11-16,Finance,Meridian Systems,Enterprise (5000+),Hybrid,Senior (6-9 yrs),Bachelor's,113000,Talent Acquisition|Performance Management|HRIS,0,Psychology|Law,3.24,HR Manager,2021
J0030955,2021-08-01,Manufacturing,Catalyst Solutions,Small (51-200),Hybrid,Senior (6-9 yrs),Master's,300000,Kubernetes|AWS|MLOps|Python|TensorFlow,0,Informatics Engineering,3.39,Machine Learning Engineer,2021
J0030956,2024-04-03,Logistics,Apex Analytics,Enterprise (5000+),On-site,Mid (3-5 yrs),Bachelor's,161000,Docker|AWS|Kubernetes,0,Computer Science|Informatics Engineering|Information Systems,3.27,DevOps Engineer,2024
J0030957,2024-12-31,Manufacturing,Pinnacle Inc,Large (1001-5000),Remote,Senior (6-9 yrs),Bachelor's,165000,TensorFlow|Publications|R|Machine Learning|Statistics|Research,0,Electrical Engineering|Industrial Engineering,3.16,Research Scientist,2024
J0030958,2022-01-11,Government,Nexus Analytics,Startup (1-50),Remote,Senior (6-9 yrs),Master's,118000,Agile|Requirements Gathering|SQL|Tableau,0,Statistics|Mathematics,3.52,Business Analyst,2022
J0030959,2023-02-18,Government,Pinnacle Technologies,Large (1001-5000),Hybrid,Mid (3-5 yrs),Bachelor's,130000,Penetration Testing|Network Security|SIEM,0,Statistics|Mathematics|Informatics Engineering,3.54,Cybersecurity Analyst,2023
J0030960,2021-06-11,Manufacturing,Pioneer Systems,Enterprise (5000+),Remote,Lead (10-15 yrs),Bachelor's,397000,Kubernetes|GCP|Security|Cost Optimization,0,Informatics Engineering,3.66,Cloud Architect,2021
J0030961,2022-02-14,Finance,Horizon Systems,Mid-size (201-1000),On-site,Senior (6-9 yrs),Associate,257000,Kubernetes|CI/CD|Docker|AWS,0,Informatics Engineering|Computer Science,3.7,Senior Software Engineer,2022
J0030962,2020-03-30,Tech,Vertex Ventures,Enterprise (5000+),On-site,Mid (3-5 yrs),Bachelor's,118000,SQL|Excel|Python,1,Mathematics|Informatics Engineering,3.56,Data Analyst,2020
J0030963,2021-06-26,Tech,Horizon Technologies,Startup (1-50),On-site,Entry (0-2 yrs),Bachelor's,78000,Incident Response|Compliance|Penetration Testing|Network Security,1,Informatics Engineering|Statistics|Mathematics,3.55,Cybersecurity Analyst,2021
J0030964,2021-08-15,E-commerce,Stellar Group,Large (1001-5000),Remote,Senior (6-9 yrs),High School,126000,Incident Response|SIEM|Penetration Testing,0,Statistics|Mathematics,3.05,Cybersecurity Analyst,2021
J0030965,2022-05-25,E-commerce,Catalyst Analytics,Startup (1-50),Hybrid,Senior (6-9 yrs),Bachelor's,152000,CRM|SEO|Content Strategy|Google Ads|Analytics,0,Law,3.09,Marketing Manager,2022
J0030966,2022-08-25,Manufacturing,Synergy Group,Startup (1-50),Hybrid,Mid (3-5 yrs),PhD,178000,Cost Optimization|Kubernetes|Security|Terraform,0,Informatics Engineering|Information Systems,3.65,Cloud Architect,2022
J0030967,2022-11-13,Healthcare,Nexus Solutions,Mid-size (201-1000),Hybrid,Senior (6-9 yrs),Master's,229000,Docker|PyTorch|TensorFlow,0,Statistics,3.19,Machine Learning Engineer,2022
J0030968,2022-09-23,Government,Pioneer Analytics,Small (51-200),Hybrid,Mid (3-5 yrs),Bootcamp,117000,Docker|Java|Python|SQL,0,Information Systems|Computer Science,3.28,Software Engineer,2022
J0030969,2020-07-19,Education,Vanguard Inc,Small (51-200),Hybrid,Mid (3-5 yrs),Bachelor's,104000,JavaScript|React|Figma|Git|TypeScript|REST APIs,0,Information Systems|Informatics Engineering,3.12,Frontend Developer,2020
J0030970,2022-01-20,E-commerce,Quantum Partners,Small (51-200),On-site,Entry (0-2 yrs),Bachelor's,85000,REST APIs|TypeScript|Git,0,Information Systems|Computer Science|Informatics Engineering,3.16,Frontend Developer,2022
J0030971,2024-09-07,Finance,Horizon Solutions,Mid-size (201-1000),Hybrid,Entry (0-2 yrs),High School,114000,C++|R|Python|Statistics|Financial Modeling|SQL,0,Informatics Engineering,3.62,Quantitative Analyst,2024
J0030972,2021-09-06,Retail,Horizon Corp,Large (1001-5000),On-site,Mid (3-5 yrs),Master's,177000,Kubernetes|Security|Cost Optimization,0,Information Systems|Informatics Engineering|Computer Science,3.21,Cloud Architect,2021
J0030973,2021-04-08,Tech,Nexus Inc,Large (1001-5000),Hybrid,Mid (3-5 yrs),Bachelor's,98000,Talent Acquisition|HRIS|Performance Management,1,Law|Psychology|Management,3.36,HR Manager,2021
J0030974,2023-09-23,Education,Atlas Analytics,Mid-size (201-1000),Remote,Senior (6-9 yrs),Master's,130000,Excel|Requirements Gathering|Tableau|SQL,0,Informatics Engineering|Statistics,3.12,Business Analyst,2023
J0030975,2020-01-26,Tech,Catalyst Technologies,Startup (1-50),On-site,Mid (3-5 yrs),Bachelor's,147000,SQL|Agile|A/B Testing|Stakeholder Management,1,Management,3.54,Product Manager,2020
J0030976,2023-02-27,Education,Horizon Solutions,Mid-size (201-1000),On-site,Senior (6-9 yrs),Master's,146000,SQL|Tableau|Excel|Agile|Requirements Gathering|Stakeholder Management,0,Mathematics|Statistics|Informatics Engineering,3.58,Business Analyst,2023
J0030977,2020-12-21,Finance,Atlas Corp,Mid-size (201-1000),On-site,Lead (10-15 yrs),PhD,354000,TensorFlow|Kubernetes|Spark|Docker,0,Informatics Engineering,3.29,Machine Learning Engineer,2020
J0030978,2020-11-03,Retail,Nova Systems,Small (51-200),On-site,Executive (15+ yrs),Bachelor's,262000,REST APIs|Docker|Kubernetes,0,Informatics Engineering|Information Systems,3.63,Software Engineer,2020
J0030979,2023-05-23,Finance,Nova Labs,Enterprise (5000+),On-site,Mid (3-5 yrs),Master's,219000,Kafka|Snowflake|AWS,0,Informatics Engineering|Mathematics,3.19,Data Engineer,2023
J0030980,2023-12-17,Finance,Summit AI,Small (51-200),On-site,Senior (6-9 yrs),Bachelor's,136000,SQL|Java|REST APIs,0,Information Systems|Computer Science,3.55,Backend Developer,2023
J0030981,2021-03-22,Media,Summit Inc,Small (51-200),Hybrid,Entry (0-2 yrs),Bachelor's,67000,Tableau|Spark|R|Machine Learning,0,Informatics Engineering|Statistics|Mathematics,3.58,Data Scientist,2021
J0030982,2022-03-19,Healthcare,Catalyst Inc,Startup (1-50),Hybrid,Mid (3-5 yrs),Bootcamp,97000,Machine Learning|Publications|R|TensorFlow|Statistics,0,Administration|Communication Science|Management,3.77,Research Scientist,2022
J0030983,2021-07-10,Manufacturing,Vanguard Labs,Startup (1-50),Remote,Entry (0-2 yrs),PhD,90000,Compliance|Penetration Testing|Network Security|Python|SIEM|Incident Response,0,Informatics Engineering|Statistics|Mathematics,3.19,Cybersecurity Analyst,2021
J0030984,2024-04-28,Logistics,Meridian Analytics,Startup (1-50),On-site,Entry (0-2 yrs),Bachelor's,115000,Docker|Java|Git|Kubernetes|REST APIs,0,Computer Science|Informatics Engineering,3.07,Software Engineer,2024
J0030985,2022-12-03,Media,Nexus Corp,Startup (1-50),Hybrid,Senior (6-9 yrs),Associate,151000,Research|Python|Statistics|Machine Learning,0,Administration|Management,3.21,Research Scientist,2022
J0030986,2024-12-31,Manufacturing,Pioneer Partners,Small (51-200),On-site,Entry (0-2 yrs),PhD,99000,Python|Kubernetes|REST APIs,0,Computer Science,3.1,Software Engineer,2024
J0030987,2022-01-18,Healthcare,Nexus Solutions,Small (51-200),Hybrid,Lead (10-15 yrs),Master's,202000,Agile|Excel|SQL|Tableau|Stakeholder Management,0,Statistics|Mathematics,3.14,Business Analyst,2022
J0030988,2023-08-15,Education,Summit Digital,Mid-size (201-1000),On-site,Mid (3-5 yrs),Master's,146000,Network Security|SIEM|Compliance|Penetration Testing|Python|Incident Response,0,Informatics Engineering|Statistics|Mathematics,3.27,Cybersecurity Analyst,2023
J0030989,2021-06-13,Manufacturing,Catalyst Ventures,Mid-size (201-1000),On-site,Mid (3-5 yrs),Master's,197000,dbt|Python|Kafka,0,Statistics|Informatics Engineering,3.33,Data Engineer,2021
J0030990,2023-05-24,Retail,Horizon Labs,Small (51-200),On-site,Entry (0-2 yrs),Master's,144000,TensorFlow|Publications|Research|Statistics|Machine Learning,0,Administration,3.72,Research Scientist,2023
J0030991,2022-02-06,Logistics,Atlas Labs,Mid-size (201-1000),Hybrid,Entry (0-2 yrs),Bachelor's,106000,REST APIs|Git|Figma|HTML/CSS|React|TypeScript,0,Computer Science|Information Systems|Informatics Engineering,3.16,Frontend Developer,2022
J0030992,2023-12-23,Media,Vanguard Labs,Mid-size (201-1000),Hybrid,Entry (0-2 yrs),High School,101000,Python|AWS|Docker|Kubernetes|PyTorch,0,Statistics|Informatics Engineering|Mathematics,3.78,Machine Learning Engineer,2023
J0030993,2020-12-18,E-commerce,Atlas Technologies,Enterprise (5000+),On-site,Lead (10-15 yrs),Master's,281000,Snowflake|Kafka|dbt|SQL,0,Informatics Engineering|Mathematics|Statistics,3.65,Data Engineer,2020
J0030994,2022-11-17,Retail,Meridian Labs,Startup (1-50),On-site,Entry (0-2 yrs),Bachelor's,117000,CI/CD|AWS|Python|Linux|Git,0,Computer Science|Information Systems,3.71,DevOps Engineer,2022
J0030995,2023-10-17,Healthcare,Pinnacle Ventures,Mid-size (201-1000),On-site,Mid (3-5 yrs),Master's,94000,Power BI|Python|SQL|Statistics|Excel|Tableau,0,Statistics|Mathematics|Informatics Engineering,3.74,Data Analyst,2023
J0030996,2020-09-01,E-commerce,Vanguard Technologies,Small (51-200),Remote,Entry (0-2 yrs),Bachelor's,89000,Kafka|AWS|Python,0,Informatics Engineering|Statistics,3.6,Data Engineer,2020
J0030997,2023-02-11,Media,Nova Analytics,Enterprise (5000+),On-site,Entry (0-2 yrs),PhD,154000,MLOps|PyTorch|Spark,0,Mathematics|Informatics Engineering,3.63,Machine Learning Engineer,2023
J0030998,2023-12-28,Retail,Nexus Technologies,Large (1001-5000),Remote,Mid (3-5 yrs),Bachelor's,151000,Airflow|Kafka|SQL,0,Informatics Engineering|Statistics,3.35,Data Engineer,2023
J0030999,2020-02-22,Education,Quantum Partners,Enterprise (5000+),On-site,Entry (0-2 yrs),Associate,65000,Figma|Prototyping|Usability Testing,0,Administration|Management,3.41,UX Designer,2020
J0031000,2020-07-01,Finance,Vanguard Systems,Startup (1-50),Hybrid,Mid (3-5 yrs),Bootcamp,141000,Derivatives|C++|Python,0,Mathematics|Statistics|Informatics Engineering,3.75,Quantitative Analyst,2020
J0031001,2021-09-14,Consulting,Atlas AI,Large (1001-5000),Hybrid,Mid (3-5 yrs),Bachelor's,122000,Compensation|Talent Acquisition|HRIS|Performance Management|Employment Law,0,Management,3.3,HR Manager,2021
J0031002,2021-01-16,E-commerce,Catalyst Group,Enterprise (5000+),Hybrid,Lead (10-15 yrs),Bootcamp,283000,Azure|Kubernetes|Terraform|Security,0,Informatics Engineering|Information Systems,3.03,Cloud Architect,2021
J0031003,2020-03-17,Consulting,Nexus Ventures,Startup (1-50),On-site,Entry (0-2 yrs),Bachelor's,71000,Performance Management|Employment Law|Talent Acquisition|Compensation,0,Management|Psychology|Law,3.61,HR Manager,2020
J0031004,2022-10-07,Logistics,Horizon AI,Mid-size (201-1000),Remote,Mid (3-5 yrs),Bachelor's,132000,Design Thinking|Figma|Prototyping|User Research|Adobe XD,0,Communication Science,3.46,UX Designer,2022
J0031005,2021-07-31,Retail,Pioneer Group,Mid-size (201-1000),Hybrid,Mid (3-5 yrs),PhD,169000,Machine Learning|Publications|Research|TensorFlow|Statistics|R,0,Management,3.65,Research Scientist,2021
J0031006,2024-10-12,Consulting,Summit Partners,Mid-size (201-1000),On-site,Executive (15+ yrs),Master's,503000,Derivatives|C++|Risk Management,0,Statistics|Informatics Engineering,3.06,Quantitative Analyst,2024
J0031007,2024-11-08,Logistics,Synergy Corp,Mid-size (201-1000),Remote,Senior (6-9 yrs),Bachelor's,138000,Analytics|CRM|SEO,0,Management,3.5,Marketing Manager,2024
J0031008,2024-03-06,Retail,Meridian Systems,Small (51-200),On-site,Lead (10-15 yrs),Master's,386000,SQL|Derivatives|Financial Modeling,0,Informatics Engineering,3.2,Quantitative Analyst,2024
J0031009,2021-10-03,Healthcare,Quantum Partners,Large (1001-5000),Remote,Mid (3-5 yrs),Bachelor's,87000,SQL|Accounting|Power BI|Financial Modeling,0,Informatics Engineering,3.72,Financial Analyst,2021
J0031010,2020-03-14,Education,Horizon Labs,Startup (1-50),On-site,Entry (0-2 yrs),PhD,138000,dbt|SQL|AWS|Airflow|Snowflake|Python,0,Mathematics,3.09,Data Engineer,2020
J0031011,2024-02-03,Education,Catalyst Digital,Startup (1-50),On-site,Senior (6-9 yrs),Bootcamp,97000,Six Sigma|Process Improvement|Lean,0,Management,3.67,Operations Manager,2024
J0031012,2023-12-23,Manufacturing,Stellar Digital,Small (51-200),Hybrid,Executive (15+ yrs),PhD,383000,Java|Docker|Redis|SQL,0,Informatics Engineering|Information Systems,3.07,Backend Developer,2023
J0031013,2022-07-30,E-commerce,Stellar Ventures,Large (1001-5000),Hybrid,Senior (6-9 yrs),Master's,288000,Git|SQL|Docker,0,Information Systems,3.02,Software Engineer,2022
J0031014,2024-11-16,Finance,Meridian Labs,Mid-size (201-1000),Hybrid,Senior (6-9 yrs),Bachelor's,130000,Power BI|Statistics|Excel|Tableau|SQL,0,Informatics Engineering|Statistics|Mathematics,3.19,Data Analyst,2024
J0031015,2021-03-30,Manufacturing,Nexus Corp,Small (51-200),Hybrid,Mid (3-5 yrs),Master's,104000,User Research|Figma|Adobe XD|Usability Testing|Prototyping|Design Thinking,0,Electrical Engineering|Industrial Engineering|Mechanical Engineering,3.27,UX Designer,2021
J0031016,2020-03-07,Government,Quantum Solutions,Mid-size (201-1000),On-site,Mid (3-5 yrs),Bachelor's,101000,Spark|Tableau|Statistics|TensorFlow|Python|SQL,0,Informatics Engineering|Mathematics,3.5,Data Scientist,2020
J0031017,2020-07-02,Consulting,Meridian Partners,Mid-size (201-1000),On-site,Senior (6-9 yrs),Master's,111000,Statistics|SQL|Excel,0,Mathematics,3.11,Data Analyst,2020
J0031018,2021-04-11,Tech,Synergy Ventures,Enterprise (5000+),Hybrid,Senior (6-9 yrs),Master's,195000,Git|TypeScript|HTML/CSS,1,Informatics Engineering,3.35,Frontend Developer,2021
J0031019,2023-09-19,Tech,Catalyst Ventures,Small (51-200),Hybrid,Executive (15+ yrs),High School,204000,Incident Response|SIEM|Network Security,1,Informatics Engineering|Mathematics|Statistics,3.16,Cybersecurity Analyst,2023
J0031020,2022-03-30,Tech,Meridian Analytics,Small (51-200),Remote,Senior (6-9 yrs),Bachelor's,139000,Power BI|Data Visualization|SQL|Excel|Tableau,1,Informatics Engineering,3.68,Data Analyst,2022
J0031021,2023-12-03,Government,Vertex Group,Startup (1-50),On-site,Senior (6-9 yrs),Bachelor's,181000,Usability Testing|Figma|Adobe XD|Prototyping|Design Thinking,0,Administration|Communication Science|Management,3.04,UX Designer,2023
J0031022,2020-11-23,Consulting,Vertex Ventures,Mid-size (201-1000),On-site,Senior (6-9 yrs),Bachelor's,212000,GCP|AWS|Cost Optimization|Microservices|Azure,0,Informatics Engineering,3.28,Cloud Architect,2020
J0031023,2023-04-27,Government,Synergy Ventures,Large (1001-5000),Hybrid,Lead (10-15 yrs),High School,250000,Statistics|C++|R|SQL|Risk Management|Python,0,Informatics Engineering|Mathematics,3.51,Quantitative Analyst,2023
J0031024,2023-07-15,Logistics,Vanguard Ventures,Small (51-200),On-site,Senior (6-9 yrs),PhD,316000,Microservices|Cost Optimization|Kubernetes|Security,0,Informatics Engineering|Information Systems,3.73,Cloud Architect,2023
J0031025,2021-10-26,Media,Nexus Technologies,Small (51-200),On-site,Senior (6-9 yrs),Bachelor's,186000,Agile|Roadmapping|A/B Testing|SQL|Stakeholder Management|Product Strategy,0,Management|Psychology,3.69,Product Manager,2021
J0031026,2022-03-25,Tech,Nexus Labs,Startup (1-50),Remote,Mid (3-5 yrs),Bachelor's,97000,ERP|Data Analysis|Six Sigma,1,Law|Psychology,3.72,Operations Manager,2022
J0031027,2021-02-13,Logistics,Apex Systems,Mid-size (201-1000),Hybrid,Senior (6-9 yrs),PhD,157000,Performance Management|Compensation|HRIS|Employment Law|Talent Acquisition,0,Management,3.05,HR Manager,2021
J0031028,2021-04-14,Tech,Pinnacle Inc,Startup (1-50),On-site,Entry (0-2 yrs),Master's,81000,TypeScript|React|JavaScript|REST APIs|Figma,1,Computer Science|Informatics Engineering,3.67,Frontend Developer,2021
J0031029,2021-11-11,Healthcare,Summit AI,Enterprise (5000+),Remote,Mid (3-5 yrs),Master's,144000,Tableau|Machine Learning|Python|TensorFlow,0,Statistics|Mathematics,3.62,Data Scientist,2021
J0031030,2021-12-27,Tech,Quantum Group,Mid-size (201-1000),On-site,Senior (6-9 yrs),Bachelor's,160000,Excel|Agile|Requirements Gathering,1,Informatics Engineering|Mathematics|Statistics,3.72,Business Analyst,2021
J0031031,2020-12-24,Manufacturing,Catalyst Ventures,Small (51-200),Remote,Senior (6-9 yrs),Bachelor's,91000,Performance Management|Employment Law|HRIS|Compensation,0,Mechanical Engineering|Industrial Engineering|Electrical Engineering,3.25,HR Manager,2020
J0031032,2022-04-02,Logistics,Apex Ventures,Mid-size (201-1000),On-site,Lead (10-15 yrs),Bachelor's,210000,Content Strategy|SEO|A/B Testing|Google Ads,0,Law|Management|Psychology,3.73,Marketing Manager,2022
J0031033,2022-07-03,Education,Apex Digital,Large (1001-5000),Hybrid,Entry (0-2 yrs),High School,48000,Employment Law|Talent Acquisition|Performance Management|HRIS|Compensation,0,Management|Law,3.32,HR Manager,2022
J0031034,2022-10-02,Government,Nova Labs,Mid-size (201-1000),Hybrid,Senior (6-9 yrs),Master's,171000,Supply Chain|Data Analysis|Lean|Process Improvement|Six Sigma,0,Law,3.51,Operations Manager,2022
J0031035,2024-12-14,Finance,Vertex Corp,Enterprise (5000+),On-site,Mid (3-5 yrs),Bachelor's,208000,TensorFlow|Machine Learning|Python|Publications|Research,0,Communication Science,3.34,Research Scientist,2024
J0031036,2022-09-13,Manufacturing,Horizon Corp,Mid-size (201-1000),Remote,Senior (6-9 yrs),Bachelor's,138000,Excel|Data Visualization|SQL|Statistics|Python,0,Mathematics|Informatics Engineering|Statistics,3.34,Data Analyst,2022
J0031037,2022-10-29,Education,Vanguard Group,Mid-size (201-1000),On-site,Lead (10-15 yrs),Bachelor's,317000,Statistics|TensorFlow|Machine Learning|R|Tableau,0,Informatics Engineering|Statistics|Mathematics,3.44,Data Scientist,2022
J0031038,2020-04-23,Tech,Vanguard Systems,Small (51-200),On-site,Mid (3-5 yrs),PhD,104000,Python|Excel|Power BI|Data Visualization|Statistics,1,Statistics|Informatics Engineering|Mathematics,3.28,Data Analyst,2020
J0031039,2024-01-15,Finance,Nova Analytics,Enterprise (5000+),On-site,Mid (3-5 yrs),Master's,278000,AWS|MLOps|TensorFlow|Docker|Python,0,Statistics|Mathematics|Informatics Engineering,3.63,Machine Learning Engineer,2024
J0031040,2020-03-16,Logistics,Pioneer Corp,Enterprise (5000+),On-site,Senior (6-9 yrs),Bachelor's,173000,Python|Java|AWS|Docker,0,Computer Science,3.51,Software Engineer,2020
J0031041,2021-07-03,Government,Synergy Solutions,Enterprise (5000+),On-site,Mid (3-5 yrs),Bachelor's,155000,SQL|Snowflake|dbt|Spark|Python,0,Informatics Engineering|Mathematics,3.55,Data Engineer,2021
J0031042,2024-06-14,Media,Nexus AI,Enterprise (5000+),Hybrid,Executive (15+ yrs),Master's,725000,Statistics|Derivatives|R,0,Informatics Engineering|Statistics|Mathematics,3.18,Quantitative Analyst,2024
J0031043,2020-10-28,Logistics,Meridian Partners,Enterprise (5000+),On-site,Lead (10-15 yrs),PhD,362000,Python|Machine Learning|Spark|TensorFlow|Tableau|SQL,0,Informatics Engineering|Statistics|Mathematics,3.78,Data Scientist,2020
J0031044,2024-03-30,E-commerce,Pioneer Group,Mid-size (201-1000),On-site,Executive (15+ yrs),Bachelor's,263000,Content Strategy|CRM|A/B Testing|Analytics|SEO|Digital Marketing,0,Management|Law,3.53,Marketing Manager,2024
J0031045,2021-12-17,Healthcare,Meridian Solutions,Large (1001-5000),Hybrid,Entry (0-2 yrs),Bachelor's,69000,SQL|FP&A|Financial Modeling|Bloomberg|Excel,0,Informatics Engineering|Statistics|Mathematics,3.16,Financial Analyst,2021
J0031046,2021-10-29,Tech,Synergy Group,Startup (1-50),Remote,Mid (3-5 yrs),Bachelor's,90000,Power BI|Tableau|SQL|Excel,1,Informatics Engineering|Mathematics|Statistics,3.6,Data Analyst,2021
J0031047,2021-10-27,Consulting,Vanguard Solutions,Mid-size (201-1000),Hybrid,Entry (0-2 yrs),Master's,113000,R|SQL|Statistics|TensorFlow|Python|Spark,0,Mathematics|Informatics Engineering,3.14,Data Scientist,2021
J0031048,2020-02-05,E-commerce,Vanguard Labs,Enterprise (5000+),Hybrid,Entry (0-2 yrs),Bachelor's,111000,Snowflake|Airflow|dbt,0,Informatics Engineering|Statistics|Mathematics,3.05,Data Engineer,2020
J0031049,2024-03-15,E-commerce,Nexus Partners,Mid-size (201-1000),On-site,Senior (6-9 yrs),High School,124000,Compensation|Performance Management|Employment Law,0,Law|Psychology,3.42,HR Manager,2024
J0031050,2021-09-26,Government,Synergy Group,Small (51-200),Hybrid,Senior (6-9 yrs),Bachelor's,192000,Python|Machine Learning|Statistics|Publications|R|TensorFlow,0,Communication Science|Administration,3.44,Research Scientist,2021
J0031051,2020-10-21,E-commerce,Vanguard Solutions,Large (1001-5000),On-site,Senior (6-9 yrs),Bachelor's,150000,Statistics|TensorFlow|Spark|Python,0,Statistics,3.15,Data Scientist,2020
J0031052,2020-08-03,E-commerce,Vanguard Ventures,Large (1001-5000),On-site,Senior (6-9 yrs),Associate,176000,Azure|Kubernetes|Microservices|Terraform|AWS|GCP,0,Information Systems|Computer Science|Informatics Engineering,3.28,Cloud Architect,2020
J0031053,2021-05-31,Logistics,Pinnacle Inc,Small (51-200),On-site,Mid (3-5 yrs),Master's,113000,Analytics|SEO|A/B Testing,0,Management,3.76,Marketing Manager,2021
J0031054,2023-02-08,Tech,Meridian Partners,Mid-size (201-1000),Hybrid,Senior (6-9 yrs),Bachelor's,242000,Roadmapping|Product Strategy|Stakeholder Management|Agile|SQL|A/B Testing,1,Management,3.23,Product Manager,2023
