job_id,post_date,year,month,industry,company,company_size,location,state,work_type,experience_level,experience_min_yrs,experience_max_yrs,education_required,salary_min,salary_max,salary_midpoint,skills_required,benefits,days_to_fill,applicant_count,seniority,is_tech_role,education_background,min_GPA_requirement,job_title
J0020070,2021-05-21,2021,5,Manufacturing,Apex Inc,Mid-size (201-1000),"Washington, DC",DC,On-site,Mid (3-5 yrs),3,5,Bachelor's,118000,145000,136000,R|Machine Learning|Tableau|TensorFlow|Spark,Parental Leave|Remote Work,18,304,Mid,0,Statistics|Mathematics|Informatics Engineering,3.48,Data Scientist
J0020071,2021-01-28,2021,1,Finance,Nova Partners,Large (1001-5000),Remote,Remote,On-site,Senior (6-9 yrs),6,9,Master's,176000,232000,213000,Kubernetes|Python|PyTorch|Spark|MLOps|TensorFlow,Gym Membership|Health Insurance|Stock Options,68,119,Senior,0,Statistics,3.34,Machine Learning Engineer
J0020072,2022-05-22,2022,5,Healthcare,Atlas Solutions,Large (1001-5000),"Dallas, TX",TX,Hybrid,Executive (15+ yrs),15,20,Master's,218000,321000,265000,ERP|Six Sigma|Supply Chain|Budgeting|Process Improvement|Lean,Flexible Hours|Stock Options,9,101,Executive,0,Psychology|Management|Law,3.12,Operations Manager
J0020073,2024-08-14,2024,8,Government,Atlas Digital,Large (1001-5000),Remote,Remote,On-site,Mid (3-5 yrs),3,5,Master's,148000,201000,167000,CI/CD|Docker|Linux,Flexible Hours|Gym Membership|Remote Work|Health Insurance,22,51,Mid,0,Computer Science|Informatics Engineering|Information Systems,3.38,DevOps Engineer
J0020074,2024-10-11,2024,10,Manufacturing,Pioneer Corp,Enterprise (5000+),"New York, NY",NY,Remote,Mid (3-5 yrs),3,5,Bachelor's,148000,182000,167000,Linux|Python|Kubernetes,Flexible Hours|Stock Options|Remote Work|Dental/Vision,29,96,Mid,0,Informatics Engineering|Computer Science|Information Systems,3.55,DevOps Engineer
J0020075,2023-07-09,2023,7,Media,Vertex Inc,Small (51-200),"Dallas, TX",TX,Hybrid,Entry (0-2 yrs),0,2,Bachelor's,52000,66000,58000,Data Visualization|SQL|Excel,Dental/Vision|Remote Work,27,64,Junior,0,Mathematics|Statistics,3.64,Data Analyst
J0020076,2022-06-23,2022,6,Tech,Pinnacle Systems,Startup (1-50),"Minneapolis, MN",MN,On-site,Lead (10-15 yrs),10,15,Bachelor's,125000,164000,144000,Budgeting|Supply Chain|Six Sigma|Process Improvement,Health Insurance|Flexible Hours|Parental Leave|Dental/Vision|Gym Membership,13,57,Lead,1,Psychology|Law|Management,3.39,Operations Manager
J0020077,2021-08-26,2021,8,Finance,Pioneer Solutions,Mid-size (201-1000),"Atlanta, GA",GA,On-site,Senior (6-9 yrs),6,9,Master's,165000,242000,208000,AWS|TensorFlow|Docker,Parental Leave|Remote Work|Health Insurance|Unlimited PTO|Stock Options,23,74,Senior,0,Statistics|Mathematics|Informatics Engineering,3.13,Machine Learning Engineer
J0020078,2022-09-12,2022,9,Media,Catalyst Inc,Large (1001-5000),"Atlanta, GA",GA,Hybrid,Entry (0-2 yrs),0,2,PhD,80000,113000,103000,Network Security|Python|Penetration Testing,Gym Membership|Health Insurance|Learning Budget|Parental Leave|401k,42,10,Junior,0,Statistics,3.33,Cybersecurity Analyst
J0020079,2024-03-15,2024,3,Government,Nova AI,Large (1001-5000),"New York, NY",NY,Remote,Entry (0-2 yrs),0,2,High School,84000,104000,93000,Spark|Tableau|TensorFlow|SQL|R,Unlimited PTO|401k|Flexible Hours|Gym Membership,29,103,Junior,0,Informatics Engineering,3.63,Data Scientist
J0020080,2020-05-15,2020,5,Logistics,Vanguard Analytics,Enterprise (5000+),"Seattle, WA",WA,On-site,Senior (6-9 yrs),6,9,Bachelor's,200000,292000,251000,AWS|Kubernetes|REST APIs|Java|Docker|SQL,Dental/Vision|Flexible Hours|Health Insurance|Gym Membership,13,143,Senior,0,Informatics Engineering|Computer Science|Information Systems,3.33,Software Engineer
J0020081,2022-09-15,2022,9,Consulting,Vanguard Inc,Mid-size (201-1000),"Atlanta, GA",GA,On-site,Senior (6-9 yrs),6,9,Bachelor's,154000,201000,184000,TensorFlow|R|Research|Statistics|Python,Learning Budget|Dental/Vision|401k|Gym Membership,54,133,Senior,0,Communication Science|Administration|Management,3.56,Research Scientist
J0020082,2022-06-22,2022,6,Education,Catalyst AI,Enterprise (5000+),"Los Angeles, CA",CA,On-site,Executive (15+ yrs),15,20,Master's,353000,479000,421000,Network Security|Python|Penetration Testing|Incident Response|Compliance,Flexible Hours|Parental Leave|Gym Membership,14,82,Executive,0,Informatics Engineering|Mathematics,3.41,Cybersecurity Analyst
J0020083,2021-08-12,2021,8,Tech,Synergy Analytics,Mid-size (201-1000),"Phoenix, AZ",AZ,On-site,Entry (0-2 yrs),0,2,Bachelor's,83000,114000,102000,GCP|Microservices|Azure,Parental Leave|401k,43,61,Junior,1,Informatics Engineering|Information Systems|Computer Science,3.19,Cloud Architect
J0020084,2024-09-07,2024,9,Finance,Apex Corp,Enterprise (5000+),"Portland, OR",OR,On-site,Entry (0-2 yrs),0,2,Bachelor's,110000,152000,124000,PyTorch|AWS|Kubernetes|Spark,Health Insurance|Flexible Hours|Learning Budget|Parental Leave,10,151,Junior,0,Statistics|Informatics Engineering,3.64,Machine Learning Engineer
J0020085,2022-01-24,2022,1,Healthcare,Atlas Ventures,Large (1001-5000),"Washington, DC",DC,Remote,Mid (3-5 yrs),3,5,Bachelor's,96000,133000,122000,Lean|Six Sigma|Process Improvement|Supply Chain|ERP,Unlimited PTO|Remote Work,35,97,Mid,0,Law|Management|Psychology,3.07,Operations Manager
J0020086,2022-09-23,2022,9,Tech,Horizon Group,Large (1001-5000),"Atlanta, GA",GA,Hybrid,Mid (3-5 yrs),3,5,Master's,89000,126000,112000,Adobe XD|User Research|Figma|Prototyping,Unlimited PTO|Stock Options|Parental Leave|401k,17,150,Mid,1,Management|Administration,3.42,UX Designer
J0020087,2024-03-28,2024,3,Retail,Synergy Ventures,Mid-size (201-1000),"Dallas, TX",TX,Hybrid,Senior (6-9 yrs),6,9,Bachelor's,114000,147000,123000,Process Improvement|Data Analysis|Lean,Gym Membership|Health Insurance|Flexible Hours|Remote Work|Unlimited PTO,5,142,Senior,0,Management|Law,3.17,Operations Manager
J0020088,2021-09-11,2021,9,Retail,Nova AI,Large (1001-5000),"Dallas, TX",TX,On-site,Lead (10-15 yrs),10,15,Bachelor's,136000,174000,157000,SQL|Python|Data Visualization,Learning Budget|Health Insurance|Unlimited PTO,42,169,Lead,0,Mathematics,3.05,Data Analyst
J0020089,2020-02-05,2020,2,Finance,Apex Systems,Mid-size (201-1000),"Miami, FL",FL,On-site,Senior (6-9 yrs),6,9,Bachelor's,116000,157000,141000,Python|SQL|REST APIs|Docker|Java,Unlimited PTO|401k|Dental/Vision|Remote Work,41,152,Senior,0,Information Systems,3.4,Backend Developer
J0020090,2023-05-05,2023,5,Tech,Pioneer AI,Startup (1-50),"Los Angeles, CA",CA,On-site,Mid (3-5 yrs),3,5,Bachelor's,115000,152000,137000,Git|Linux|Docker,Remote Work|Learning Budget|Dental/Vision|Gym Membership,12,21,Mid,1,Computer Science|Information Systems|Informatics Engineering,3.4,DevOps Engineer
J0020091,2024-05-31,2024,5,Tech,Summit Solutions,Large (1001-5000),"New York, NY",NY,Remote,Senior (6-9 yrs),6,9,Master's,286000,373000,333000,C++|Financial Modeling|Python|Statistics,Unlimited PTO|Dental/Vision,12,42,Senior,1,Informatics Engineering|Statistics,3.57,Quantitative Analyst
J0020092,2023-04-20,2023,4,Retail,Catalyst Solutions,Enterprise (5000+),Remote,Remote,Hybrid,Senior (6-9 yrs),6,9,PhD,215000,300000,263000,Publications|Python|TensorFlow|Research|Machine Learning|Statistics,Parental Leave|Remote Work|Gym Membership|Learning Budget|401k,41,60,Senior,0,Communication Science|Management,3.6,Research Scientist
J0020093,2020-06-21,2020,6,Logistics,Apex Group,Mid-size (201-1000),"San Francisco, CA",CA,On-site,Mid (3-5 yrs),3,5,PhD,174000,238000,217000,Spark|Python|dbt|SQL,Flexible Hours|Unlimited PTO|Parental Leave|Dental/Vision|Gym Membership,45,77,Mid,0,Informatics Engineering|Mathematics,3.58,Data Engineer
J0020094,2020-03-15,2020,3,Finance,Summit Analytics,Large (1001-5000),"San Francisco, CA",CA,On-site,Senior (6-9 yrs),6,9,Bachelor's,187000,276000,238000,R|Spark|SQL,Gym Membership|Stock Options|Dental/Vision|Learning Budget,21,104,Senior,0,Mathematics,3.33,Data Scientist
J0020095,2023-11-10,2023,11,Manufacturing,Nexus Inc,Small (51-200),Remote,Remote,On-site,Senior (6-9 yrs),6,9,Bachelor's,103000,125000,111000,SQL|Data Visualization|Excel|Python,401k|Remote Work|Unlimited PTO|Dental/Vision,19,345,Senior,0,Informatics Engineering|Statistics|Mathematics,3.51,Data Analyst
J0020096,2021-06-25,2021,6,Finance,Horizon Analytics,Enterprise (5000+),"Los Angeles, CA",CA,Hybrid,Mid (3-5 yrs),3,5,PhD,186000,268000,217000,Kubernetes|Docker|AWS|Java,401k|Parental Leave|Flexible Hours,16,78,Mid,0,Information Systems,3.46,Software Engineer
J0020097,2024-11-08,2024,11,Media,Stellar AI,Mid-size (201-1000),"Minneapolis, MN",MN,On-site,Entry (0-2 yrs),0,2,PhD,79000,118000,98000,Google Ads|A/B Testing|CRM,Dental/Vision|401k,54,85,Junior,0,Management|Law|Psychology,3.34,Marketing Manager
J0020098,2021-05-23,2021,5,E-commerce,Quantum Labs,Large (1001-5000),"Boston, MA",MA,On-site,Mid (3-5 yrs),3,5,Master's,180000,248000,203000,Agile|Stakeholder Management|Roadmapping|Product Strategy|A/B Testing,Unlimited PTO|Health Insurance,6,129,Mid,0,Psychology|Law,3.48,Product Manager
J0020099,2020-10-06,2020,10,Finance,Horizon Partners,Mid-size (201-1000),"Chicago, IL",IL,On-site,Lead (10-15 yrs),10,15,Bachelor's,279000,345000,311000,Java|Microservices|AWS|Kubernetes|CI/CD,401k|Unlimited PTO|Remote Work|Health Insurance|Stock Options,14,176,Lead,0,Information Systems,3.76,Senior Software Engineer
J0020100,2021-04-17,2021,4,Manufacturing,Synergy Partners,Large (1001-5000),"Miami, FL",FL,On-site,Entry (0-2 yrs),0,2,Bachelor's,69000,104000,89000,REST APIs|TypeScript|HTML/CSS|Git|React|Figma,Parental Leave|401k|Gym Membership|Dental/Vision,12,130,Junior,0,Informatics Engineering|Computer Science,3.15,Frontend Developer
J0020101,2024-12-26,2024,12,Consulting,Synergy Digital,Mid-size (201-1000),"Los Angeles, CA",CA,On-site,Lead (10-15 yrs),10,15,Master's,239000,345000,306000,AWS|Git|Kubernetes|Java|REST APIs,Health Insurance|Parental Leave|Learning Budget,41,99,Lead,0,Information Systems,3.72,Software Engineer
J0020102,2024-03-30,2024,3,Consulting,Apex Group,Mid-size (201-1000),Remote,Remote,On-site,Senior (6-9 yrs),6,9,Associate,87000,121000,100000,Six Sigma|Lean|Process Improvement|Budgeting|ERP|Supply Chain,Stock Options|Parental Leave|Unlimited PTO|401k|Gym Membership,17,44,Senior,0,Management,3.04,Operations Manager
J0020103,2022-10-02,2022,10,Consulting,Vanguard Corp,Startup (1-50),"Miami, FL",FL,Remote,Senior (6-9 yrs),6,9,Bachelor's,132000,171000,151000,Python|Git|Kubernetes|Linux|CI/CD,Parental Leave|Gym Membership|Unlimited PTO|Remote Work|401k,35,39,Senior,0,Computer Science|Information Systems,3.25,DevOps Engineer
J0020104,2024-09-29,2024,9,Healthcare,Horizon Ventures,Large (1001-5000),"Washington, DC",DC,Hybrid,Senior (6-9 yrs),6,9,Bachelor's,125000,169000,144000,Excel|Financial Modeling|Bloomberg,Unlimited PTO|Remote Work|Learning Budget|Gym Membership|401k,44,155,Senior,0,Informatics Engineering|Statistics|Mathematics,3.23,Financial Analyst
J0020105,2022-04-13,2022,4,Retail,Nova Group,Startup (1-50),"Phoenix, AZ",AZ,On-site,Lead (10-15 yrs),10,15,Bachelor's,190000,262000,223000,Kubernetes|Security|Cost Optimization|AWS|Microservices,Health Insurance|Unlimited PTO|Stock Options|401k,11,116,Lead,0,Information Systems,3.5,Cloud Architect
J0020106,2022-09-19,2022,9,Media,Nova Group,Large (1001-5000),"Washington, DC",DC,Hybrid,Senior (6-9 yrs),6,9,Bachelor's,153000,200000,182000,Prototyping|Usability Testing|Adobe XD|Figma,Stock Options|Health Insurance,9,196,Senior,0,Administration|Communication Science|Management,3.1,UX Designer
J0020107,2024-05-20,2024,5,Tech,Quantum Analytics,Enterprise (5000+),"Seattle, WA",WA,On-site,Mid (3-5 yrs),3,5,Bachelor's,168000,221000,198000,Airflow|Kafka|SQL|dbt|AWS,Stock Options|Learning Budget|Unlimited PTO|Parental Leave,7,426,Mid,1,Informatics Engineering,3.71,Data Engineer
J0020108,2020-10-29,2020,10,Education,Apex Partners,Mid-size (201-1000),"New York, NY",NY,Hybrid,Senior (6-9 yrs),6,9,Bootcamp,223000,281000,257000,AWS|Cost Optimization|Microservices|Terraform|Azure|Kubernetes,Health Insurance|Unlimited PTO|Remote Work,64,86,Senior,0,Informatics Engineering|Information Systems,3.66,Cloud Architect
J0020109,2022-06-14,2022,6,Tech,Quantum Digital,Startup (1-50),"Austin, TX",TX,Remote,Lead (10-15 yrs),10,15,Bachelor's,162000,207000,193000,Terraform|Kubernetes|GCP,401k|Health Insurance,9,257,Lead,1,Informatics Engineering,3.52,Cloud Architect
J0020110,2020-05-01,2020,5,Education,Nova Systems,Small (51-200),"Atlanta, GA",GA,On-site,Lead (10-15 yrs),10,15,Bachelor's,124000,183000,152000,Spark|Statistics|SQL|R,Learning Budget|Unlimited PTO,25,59,Lead,0,Statistics|Informatics Engineering|Mathematics,3.37,Data Scientist
J0020111,2020-01-13,2020,1,Education,Synergy Technologies,Mid-size (201-1000),Remote,Remote,Hybrid,Lead (10-15 yrs),10,15,Master's,127000,158000,140000,Accounting|Financial Modeling|Excel,Gym Membership|Health Insurance,27,294,Lead,0,Mathematics,3.75,Financial Analyst
J0020112,2023-06-23,2023,6,Education,Quantum Technologies,Small (51-200),"Portland, OR",OR,Hybrid,Senior (6-9 yrs),6,9,Bachelor's,138000,193000,164000,JavaScript|React|REST APIs|Git|Figma|TypeScript,Dental/Vision|Learning Budget|Health Insurance|Gym Membership|Parental Leave,39,61,Senior,0,Computer Science|Information Systems,3.66,Frontend Developer
J0020113,2022-06-11,2022,6,Government,Vanguard Systems,Small (51-200),"Atlanta, GA",GA,On-site,Senior (6-9 yrs),6,9,Master's,111000,165000,137000,JavaScript|Git|Figma,Flexible Hours|Learning Budget,28,425,Senior,0,Informatics Engineering|Computer Science|Information Systems,3.4,Frontend Developer
J0020114,2020-04-07,2020,4,Media,Meridian Ventures,Enterprise (5000+),"New York, NY",NY,On-site,Mid (3-5 yrs),3,5,Bachelor's,133000,192000,164000,AWS|Redis|SQL|Python|PostgreSQL,Remote Work|Learning Budget,11,208,Mid,0,Informatics Engineering|Computer Science|Information Systems,3.56,Backend Developer
J0020115,2023-09-18,2023,9,E-commerce,Synergy Inc,Mid-size (201-1000),"Miami, FL",FL,Hybrid,Entry (0-2 yrs),0,2,Associate,117000,156000,131000,GCP|AWS|Azure|Kubernetes|Cost Optimization,Parental Leave|Flexible Hours,25,149,Junior,0,Informatics Engineering|Computer Science|Information Systems,3.45,Cloud Architect
J0020116,2023-03-14,2023,3,Retail,Vertex Inc,Large (1001-5000),"Washington, DC",DC,Hybrid,Mid (3-5 yrs),3,5,Master's,126000,154000,139000,HTML/CSS|Figma|Git|React|REST APIs,Learning Budget|Parental Leave|Unlimited PTO,18,91,Mid,0,Computer Science|Informatics Engineering,3.47,Frontend Developer
J0020117,2023-04-17,2023,4,Government,Quantum Technologies,Mid-size (201-1000),"Portland, OR",OR,Hybrid,Mid (3-5 yrs),3,5,Master's,111000,141000,126000,React|HTML/CSS|Git,Learning Budget|Gym Membership,49,162,Mid,0,Computer Science|Information Systems,3.26,Frontend Developer
J0020118,2021-12-03,2021,12,Healthcare,Synergy Corp,Large (1001-5000),"Austin, TX",TX,Remote,Senior (6-9 yrs),6,9,Bachelor's,145000,182000,161000,Java|Git|AWS|SQL|Python|Docker,401k|Parental Leave|Dental/Vision,41,71,Senior,0,Informatics Engineering,3.37,Software Engineer
J0020119,2021-09-09,2021,9,Finance,Summit Systems,Startup (1-50),"Los Angeles, CA",CA,Hybrid,Lead (10-15 yrs),10,15,Bachelor's,206000,266000,229000,Docker|Python|Java,Unlimited PTO|Gym Membership|Health Insurance,16,95,Lead,0,Informatics Engineering,3.06,Backend Developer
J0020120,2023-07-07,2023,7,Finance,Stellar Inc,Enterprise (5000+),"Washington, DC",DC,Remote,Senior (6-9 yrs),6,9,Bachelor's,248000,331000,304000,Kubernetes|Python|System Design|AWS|Docker,Gym Membership|Parental Leave|Dental/Vision,49,126,Senior,0,Information Systems|Computer Science,3.29,Senior Software Engineer
J0020121,2021-07-30,2021,7,Education,Atlas Systems,Enterprise (5000+),"Austin, TX",TX,Hybrid,Lead (10-15 yrs),10,15,High School,93000,128000,113000,Compensation|HRIS|Performance Management,Gym Membership|Unlimited PTO|Flexible Hours,23,91,Lead,0,Psychology|Management,3.56,HR Manager
J0020122,2021-04-27,2021,4,Consulting,Synergy Solutions,Enterprise (5000+),"Denver, CO",CO,Remote,Mid (3-5 yrs),3,5,Master's,117000,167000,143000,Docker|AWS|CI/CD|Git|Terraform,Learning Budget|401k,42,85,Mid,0,Information Systems,3.76,DevOps Engineer
J0020123,2024-06-27,2024,6,Education,Horizon Systems,Mid-size (201-1000),"Seattle, WA",WA,On-site,Senior (6-9 yrs),6,9,Master's,187000,239000,211000,Data Analysis|Supply Chain|ERP|Lean|Budgeting|Six Sigma,Learning Budget|Gym Membership|Health Insurance|Dental/Vision|Flexible Hours,20,33,Senior,0,Psychology|Management|Law,3.77,Operations Manager
J0020124,2024-09-28,2024,9,Media,Apex Group,Mid-size (201-1000),"San Francisco, CA",CA,Hybrid,Entry (0-2 yrs),0,2,Master's,134000,183000,161000,Kubernetes|Azure|Microservices,Parental Leave|Gym Membership|Health Insurance|Dental/Vision,46,136,Junior,0,Informatics Engineering|Information Systems|Computer Science,3.44,Cloud Architect
J0020125,2023-08-22,2023,8,Retail,Summit Analytics,Small (51-200),"New York, NY",NY,On-site,Senior (6-9 yrs),6,9,Associate,234000,293000,252000,Financial Modeling|R|Statistics|Derivatives|C++|SQL,Flexible Hours|Unlimited PTO|Dental/Vision|Health Insurance|401k,18,51,Senior,0,Mathematics|Statistics|Informatics Engineering,3.49,Quantitative Analyst
J0020126,2022-07-15,2022,7,Healthcare,Pioneer Analytics,Mid-size (201-1000),"Los Angeles, CA",CA,Hybrid,Mid (3-5 yrs),3,5,Bootcamp,103000,134000,114000,FP&A|Accounting|Power BI|Excel|Financial Modeling,Dental/Vision|Parental Leave|Flexible Hours|Gym Membership|Health Insurance,12,83,Mid,0,Informatics Engineering|Mathematics|Statistics,3.15,Financial Analyst
J0020127,2022-02-10,2022,2,E-commerce,Apex Solutions,Small (51-200),"San Francisco, CA",CA,Hybrid,Entry (0-2 yrs),0,2,Master's,149000,200000,181000,Docker|Kubernetes|MLOps|AWS|Python,401k|Remote Work|Dental/Vision,15,156,Junior,0,Informatics Engineering,3.56,Machine Learning Engineer
J0020128,2023-06-11,2023,6,E-commerce,Stellar Solutions,Large (1001-5000),"Boston, MA",MA,Hybrid,Senior (6-9 yrs),6,9,PhD,212000,271000,233000,Adobe XD|Prototyping|User Research|Figma|Usability Testing,Dental/Vision|401k|Stock Options|Flexible Hours,62,258,Senior,0,Communication Science|Management|Administration,3.06,UX Designer
J0020129,2021-07-21,2021,7,E-commerce,Nova Systems,Enterprise (5000+),"Dallas, TX",TX,Remote,Senior (6-9 yrs),6,9,Bootcamp,138000,177000,158000,Machine Learning|Tableau|Statistics,Unlimited PTO|401k,28,45,Senior,0,Informatics Engineering,3.23,Data Scientist
J0020130,2024-09-02,2024,9,Finance,Vertex Corp,Small (51-200),"Washington, DC",DC,Hybrid,Mid (3-5 yrs),3,5,Bootcamp,151000,218000,192000,System Design|Kubernetes|Docker,Dental/Vision|Remote Work|Health Insurance|Parental Leave|401k,18,51,Mid,0,Informatics Engineering|Information Systems,3.53,Senior Software Engineer
J0020131,2023-05-12,2023,5,Finance,Quantum Partners,Mid-size (201-1000),"Washington, DC",DC,Remote,Mid (3-5 yrs),3,5,Master's,104000,140000,121000,Figma|REST APIs|React,Gym Membership|Flexible Hours|Stock Options|401k,22,326,Mid,0,Informatics Engineering,3.25,Frontend Developer
J0020132,2021-02-27,2021,2,Consulting,Apex Analytics,Large (1001-5000),"Miami, FL",FL,Hybrid,Entry (0-2 yrs),0,2,Bachelor's,94000,127000,112000,Kubernetes|GCP|Terraform,Dental/Vision|Parental Leave|Remote Work,14,98,Junior,0,Informatics Engineering,3.04,Cloud Architect
J0020133,2022-12-08,2022,12,Logistics,Nexus Solutions,Mid-size (201-1000),"New York, NY",NY,On-site,Senior (6-9 yrs),6,9,Bachelor's,140000,179000,161000,A/B Testing|SEO|Analytics|Content Strategy,Gym Membership|Remote Work|Flexible Hours|401k|Learning Budget,29,141,Senior,0,Law,3.67,Marketing Manager
J0020134,2023-04-06,2023,4,Tech,Apex Corp,Mid-size (201-1000),"Seattle, WA",WA,On-site,Senior (6-9 yrs),6,9,Bachelor's,190000,271000,242000,Product Strategy|SQL|Roadmapping,Parental Leave|Remote Work|Health Insurance,26,171,Senior,1,Management,3.25,Product Manager
J0020135,2021-12-03,2021,12,E-commerce,Nexus Solutions,Enterprise (5000+),"Chicago, IL",IL,On-site,Executive (15+ yrs),15,20,Master's,270000,356000,317000,R|Machine Learning|Publications|TensorFlow|Python,Unlimited PTO|401k|Stock Options,33,86,Executive,0,Communication Science|Management|Administration,3.05,Research Scientist
J0020136,2021-05-13,2021,5,E-commerce,Quantum Labs,Large (1001-5000),"Seattle, WA",WA,On-site,Entry (0-2 yrs),0,2,Master's,146000,181000,158000,PyTorch|Kubernetes|AWS|Spark|Python|TensorFlow,Dental/Vision|Health Insurance,5,54,Junior,0,Informatics Engineering|Mathematics,3.06,Machine Learning Engineer
J0020137,2021-02-15,2021,2,Media,Quantum Group,Startup (1-50),"Chicago, IL",IL,Remote,Senior (6-9 yrs),6,9,Master's,125000,159000,147000,R|SQL|Tableau|Machine Learning,Dental/Vision|Gym Membership,21,73,Senior,0,Informatics Engineering,3.2,Data Scientist
J0020138,2024-03-01,2024,3,Logistics,Meridian Technologies,Startup (1-50),Remote,Remote,On-site,Entry (0-2 yrs),0,2,High School,67000,84000,75000,Docker|AWS|Python,Dental/Vision|Flexible Hours|Unlimited PTO|401k,11,117,Junior,0,Informatics Engineering|Computer Science|Information Systems,3.14,Software Engineer
J0020139,2020-01-06,2020,1,Logistics,Synergy Systems,Small (51-200),"New York, NY",NY,Remote,Mid (3-5 yrs),3,5,Associate,92000,124000,109000,Design Thinking|User Research|Figma|Adobe XD,Dental/Vision|Parental Leave,7,21,Mid,0,Administration|Management,3.62,UX Designer
J0020140,2020-07-17,2020,7,Media,Meridian Partners,Mid-size (201-1000),"Seattle, WA",WA,On-site,Mid (3-5 yrs),3,5,Bootcamp,101000,132000,115000,SQL|AWS|Airflow|Spark|dbt,Dental/Vision|Remote Work|Flexible Hours|401k,31,41,Mid,0,Statistics,3.26,Data Engineer
J0020141,2022-03-17,2022,3,E-commerce,Horizon Ventures,Small (51-200),Remote,Remote,Hybrid,Mid (3-5 yrs),3,5,Bachelor's,123000,157000,141000,Stakeholder Management|A/B Testing|Product Strategy|Roadmapping|Agile,Parental Leave|Remote Work,31,327,Mid,0,Psychology|Law,3.64,Product Manager
J0020142,2023-07-17,2023,7,Education,Catalyst Solutions,Small (51-200),"Denver, CO",CO,Remote,Senior (6-9 yrs),6,9,Master's,126000,182000,150000,SQL|Machine Learning|R|TensorFlow,401k|Dental/Vision|Remote Work|Learning Budget,15,88,Senior,0,Informatics Engineering,3.14,Data Scientist
J0020143,2021-12-17,2021,12,E-commerce,Horizon Systems,Large (1001-5000),Remote,Remote,On-site,Mid (3-5 yrs),3,5,PhD,102000,133000,122000,User Research|Usability Testing|Prototyping|Figma|Design Thinking|Adobe XD,Remote Work|401k|Unlimited PTO|Health Insurance,24,47,Mid,0,Communication Science,3.39,UX Designer
J0020144,2023-11-26,2023,11,Retail,Quantum Ventures,Mid-size (201-1000),"New York, NY",NY,On-site,Mid (3-5 yrs),3,5,PhD,136000,180000,159000,SEO|Digital Marketing|Analytics|Content Strategy,Learning Budget|Flexible Hours,21,28,Mid,0,Psychology|Management|Law,3.55,Marketing Manager
J0020145,2020-11-24,2020,11,Logistics,Meridian Solutions,Enterprise (5000+),"Portland, OR",OR,On-site,Mid (3-5 yrs),3,5,Master's,109000,154000,133000,Docker|Git|Python|AWS,Health Insurance|Stock Options,28,152,Mid,0,Informatics Engineering|Information Systems,3.52,Software Engineer
J0020146,2021-05-05,2021,5,Logistics,Apex Partners,Large (1001-5000),"Phoenix, AZ",AZ,On-site,Senior (6-9 yrs),6,9,Associate,121000,171000,149000,Machine Learning|Research|Python|TensorFlow|Statistics|Publications,Flexible Hours|Parental Leave|Health Insurance|Dental/Vision,19,377,Senior,0,Management|Administration|Communication Science,3.48,Research Scientist
J0020147,2022-09-19,2022,9,Consulting,Atlas Partners,Enterprise (5000+),Remote,Remote,On-site,Entry (0-2 yrs),0,2,Bachelor's,81000,104000,91000,Network Security|SIEM|Incident Response|Python|Compliance|Penetration Testing,Unlimited PTO|Remote Work,19,86,Junior,0,Mathematics,3.74,Cybersecurity Analyst
J0020148,2023-06-04,2023,6,Healthcare,Nexus Labs,Mid-size (201-1000),"New York, NY",NY,Hybrid,Mid (3-5 yrs),3,5,Master's,150000,216000,182000,Snowflake|Spark|SQL,Stock Options|401k|Gym Membership|Health Insurance,39,129,Mid,0,Statistics|Informatics Engineering,3.18,Data Engineer
J0020149,2023-04-23,2023,4,Education,Atlas AI,Startup (1-50),"Washington, DC",DC,On-site,Entry (0-2 yrs),0,2,PhD,93000,129000,118000,R|Tableau|Machine Learning,Dental/Vision|401k|Learning Budget,49,84,Junior,0,Statistics|Mathematics|Informatics Engineering,3.39,Data Scientist
J0020150,2021-08-27,2021,8,E-commerce,Atlas Solutions,Large (1001-5000),"Boston, MA",MA,On-site,Entry (0-2 yrs),0,2,PhD,85000,109000,95000,Accounting|FP&A|Bloomberg|Financial Modeling|SQL|Excel,401k|Flexible Hours|Gym Membership|Remote Work,13,112,Junior,0,Statistics|Informatics Engineering,3.71,Financial Analyst
J0020151,2020-04-08,2020,4,Logistics,Nova Inc,Mid-size (201-1000),"Atlanta, GA",GA,Hybrid,Entry (0-2 yrs),0,2,Master's,84000,107000,94000,dbt|SQL|Airflow|Kafka,Parental Leave|Learning Budget|Gym Membership,20,20,Junior,0,Informatics Engineering,3.06,Data Engineer
J0020152,2021-02-24,2021,2,Retail,Summit Ventures,Small (51-200),"San Francisco, CA",CA,On-site,Mid (3-5 yrs),3,5,High School,92000,127000,115000,REST APIs|Figma|JavaScript|React|TypeScript,Dental/Vision|Stock Options|Learning Budget|Health Insurance|Flexible Hours,18,19,Mid,0,Informatics Engineering|Information Systems,3.04,Frontend Developer
J0020153,2023-01-04,2023,1,Finance,Nova Corp,Mid-size (201-1000),"Los Angeles, CA",CA,On-site,Entry (0-2 yrs),0,2,Bachelor's,59000,85000,73000,Talent Acquisition|HRIS|Employment Law|Performance Management,Dental/Vision|Gym Membership|Stock Options|Unlimited PTO,30,202,Junior,0,Psychology|Law,3.19,HR Manager
